,avg._session_duration,bounce_rate,content_unique?,design_unique?,listing_type,net_profit,page_views_0,page_views_1,page_views_2,page_views_3,page_views_4,page_views_5,page_views_6,page_views_7,page_views_8,page_views_9,page_visitors_0,page_visitors_1,page_visitors_2,page_visitors_3,page_visitors_4,page_visitors_5,page_visitors_6,page_visitors_7,page_visitors_8,page_visitors_9,pages_/_session,platform,site_age,site_type,starting_price,template_unique?
0,"
  00:00:36
","
  85.15%
","
  Yes
","
  No
","
  Starter Site
",,22,50,49,79,40,105,50,27,82,40,18,34,32,61,29,69,39,18,72,24,"
  1.29
","
  Wordpress 4.7
","
  1 year
","
  Content
","
    $1,000 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  13 years
","
  Content
","
    $300 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  Content
","
    $20 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  17 years
","
  Services
","
    $25,000 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $1 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  eCommerce
","
    $3,200 ","
  No
"
0,"
  00:00:06
","
  76.67%
",,,,"
  —
",1,7,3,4,4,2,38,0,0,0,1,3,2,2,3,2,1,0,0,0,"
  1.30
","
  —
","
  3 years
","
  Transactional / Marketplace
","
    $850 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Content
","
    $1 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  eCommerce
","
    $249 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $150 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  7 months
","
  Content
","
    $50 ","
  No
"
0,"
  00:02:34
","
  68.56%
",,,,"
  —
","4,155",227,24,168,239,437,171,809,124,268,"1,537",73,5,83,85,121,78,78,68,109,"
  2.45
","
  —
","
  3 years
","
  Services
","
    $500 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  eCommerce
","
    $249 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Transactional / Marketplace
","
    $7,000 ",
0,"
  00:03:02
","
  59.06%
",,,,"
  —
","1,951","1,601","1,884","24,457","14,468","3,066","3,564","2,121",0,20,670,352,408,"10,200","5,639",408,259,62,0,8,"
  3.13
","
  PHP
","
  1 year
","
  Content
","
    $5,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $1 ","
  No
"
0,"
  00:00:42
","
  22.22%
",,,,"
  —
",0,0,173,350,169,226,98,94,46,0,0,0,110,229,68,78,56,47,21,0,"
  0.47
","
  —
","
  2 years
","
  Services
","
    $30 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  18 years
","
  eCommerce
","
    $450 ",
0,"
  00:28:47
","
  4.68%
","
  Yes
","
  Yes
","
  Starter Site
","
  —
","117,904",0,0,0,0,0,0,0,0,0,"8,776",0,0,0,0,0,0,0,0,0,"
  1.74
","
  —
","
  9 months
","
  Content
","
    $1,000 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  Services
","
    $1,500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 year
","
  Content
","
    $99 ","
  No
"
0,"
  00:00:44
","
  64.29%
",,,,"
  —
","1,606",483,480,454,304,258,393,827,"1,322",365,838,217,188,159,107,93,163,475,701,146,"
  2.04
","
  —
","
  1 year
","
  Content
","
    $1,001 ",
0,"
  00:02:12
","
  84.86%
",,,,"
  —
","1,712","1,903","1,601",217,0,0,0,0,0,0,"1,189","1,247",513,16,0,0,0,0,0,0,"
  1.57
","
  —
","
  1 year
","
  Content
","
    $1,100 ",
0,"
  00:00:32
","
  86.60%
","
  No
","
  No
","
  Starter Site
",,237,203,650,"1,163","1,525","1,043",0,0,0,0,145,144,390,895,736,71,0,0,0,0,"
  1.44
","
  —
","
  9 months
","
  Content
","
    $49 ","
  No
"
0,"
  00:01:26
","
  13.98%
","
  Yes
","
  Yes
","
  Starter Site
",,"843,860","904,832","876,022","892,032","645,961","728,821","989,202","1,293,080","807,661","582,710","104,393","100,948","102,041","115,121","90,026","88,234","104,102","144,068","118,960","101,213","
  3.65
","
  —
","
  3 years
","
  Services
","
    $12,000 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Content
","
    $1,000 ",
0,"
  00:00:44
","
  60.89%
","
  Yes
","
  Yes
","
  Starter Site
",,195,189,163,123,178,133,161,426,"1,222",0,87,86,51,56,82,43,46,138,235,0,"
  2.16
","
  —
","
  10 months
","
  eCommerce
","
    $550 ","
  No
"
0,"
  00:00:49
","
  90.59%
",,,,"
  —
","2,103",276,159,0,0,0,0,0,0,0,"2,029",183,87,0,0,0,0,0,0,0,"
  1.31
","
  Website x5
","
  1 year
","
  eCommerce
","
    $19,999 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  —
","
    $650 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  SaaS
","
    $4,000 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  7 years
","
  —
","
    $1 ",
0,"
  00:01:34
","
  81.61%
","
  No
","
  No
","
  Starter Site
",,"12,395","9,106","5,582","3,959",0,0,0,0,0,0,"7,464","5,424","2,229",899,0,0,0,0,0,0,"
  1.61
","
  —
","
  9 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  —
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  2 years
","
  eCommerce
","
    $1 ",
0,"
  00:01:18
","
  79.18%
",,,,"
  —
","38,306","44,841","40,235","43,331","36,146","33,459","29,851","31,607","28,318","25,955","18,175","20,458","18,007","18,333","15,338","14,397","13,414","13,655","12,608","11,817","
  1.57
","
  Word​​Press
","
  2 years
","
  —
","
    $100,000 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  —
","
    $10,000 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  11 years
","
  —
","
    $1 ",
0,"
  00:02:52
","
  63.55%
",,,,"
  —
","9,603","9,504","9,541","11,355","8,193","11,590","6,758","10,668","4,868","4,927","2,506","2,338","2,435","2,405","2,130","2,604","1,354","1,870",959,935,"
  3.15
","
  Wordpress 4.7
","
  1 year
","
  —
","
    $2,000 ",
0,"
  00:02:15
","
  58.66%
","
  Yes
","
  Yes
","
  Starter Site
",,48,58,374,476,893,242,42,48,26,87,11,32,149,66,74,28,16,21,15,63,"
  2.37
","
  —
","
  9 months
","
  —
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  16 years
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  —
","
    $1 ","
  No
"
0,"
  00:00:51
","
  20.32%
","
  Yes
","
  Yes
","
  Starter Site
",,764,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,"
  0.93
","
  —
","
  10 months
","
  eCommerce
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $399 ","
  No
"
0,"
  00:02:35
","
  29.96%
",,,,"
  —
",248,329,266,181,202,393,226,308,536,672,93,148,89,64,83,126,110,131,233,193,"
  2.33
","
  PHP
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  —
","
    $1 ","
  No
"
0,"
  00:02:04
","
  16.46%
","
  Yes
","
  Yes
","
  Starter Site
",,245,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,"
  1.01
","
  PHP
","
  10 months
","
  —
","
    $4,500 ","
  No
"
0,"
  00:00:51
","
  83.29%
",,,,"
  —
",859,886,835,"3,163",981,"4,521","3,339",941,434,0,549,517,447,"2,179",515,"2,056","1,503",326,87,0,"
  1.31
","
  Word​​Press
","
  1 year
","
  eCommerce
","
    $500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  —
","
    $11,075 ","
  No
"
0,"
  00:00:30
","
  89.23%
",,,,"
  —
",37,40,31,25,43,34,46,35,23,26,29,26,22,15,23,25,17,15,14,18,"
  1.12
","
  —
","
  5 years
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  —
","
    $1,000 ",
0,"
  00:00:15
","
  25.46%
","
  No
","
  No
","
  Starter Site
",,0,0,219,377,432,334,476,657,971,805,0,0,123,160,177,137,203,260,362,325,"
  0.51
","
  ASP.​​NET
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  —
","
    $80 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  15 years
","
  SaaS
","
    $750 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  2 years
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  —
","
    $25 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.6
","
  1 year
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Joomla!
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Telerik ​​Sitefinity
","
  1 year
","
  —
","
    $3,999 ",
0,"
  00:00:47
","
  21.81%
","
  Yes
","
  Yes
","
  Starter Site
",,265,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,"
  0.65
","
  Word​​Press
","
  11 months
","
  eCommerce
","
    $1 ","
  No
"
0,"
  00:00:48
","
  86.45%
",,,,"
  —
",39,12,34,125,0,0,0,0,0,0,27,9,16,15,0,0,0,0,0,0,"
  1.31
","
  Wordpress 4.7
","
  1 year
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  —
","
    $45 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  11 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  eCommerce
","
    $88 ","
  No
"
0,"
  00:00:41
","
  29.03%
","
  Yes
","
  Yes
","
  Starter Site
",,"1,588","1,676","2,338","1,961","8,286","2,457","2,174","3,633","3,708","1,657",569,652,"1,207","1,419","6,505","1,485","1,365","2,320","2,121",615,"
  2.25
","
  —
","
  1 year
","
  —
","
    $50 ","
  No
"
0,"
  00:00:39
","
  63.03%
",,,,"
  —
","2,591","1,379",612,0,0,0,0,0,0,0,"1,023",699,197,0,0,0,0,0,0,0,"
  2.21
","
  —
","
  1 year
","
  eCommerce
","
    $4,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  ASP.​​NET
","
  10 months
","
  —
","
    $350 ","
  No
"
0,"
  00:01:23
","
  75.80%
",,,,"
  —
",45,47,95,266,"1,605",0,0,0,0,0,32,33,47,133,759,0,0,0,0,0,"
  1.38
","
  —
","
  1 year
","
  —
","
    $499 ",
0,"
  00:00:24
","
  85.27%
",,,,"
  —
",147,157,138,102,166,185,167,139,143,196,123,108,85,65,123,141,108,91,113,144,"
  1.37
","
  Wordpress 4.3
","
  3 years
","
  —
","
    $1 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  ASP.​​NET
","
  1 year
","
  —
","
    $5,550 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  —
","
    $1 ","
  No
"
0,"
  00:01:09
","
  71.48%
",,,,"
  —
",630,"1,913","1,759",0,0,0,0,0,0,0,270,"1,062",981,0,0,0,0,0,0,0,"
  1.83
","
  —
","
  1 year
","
  eCommerce
","
    $380 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  —
","
    $1 ",
0,"
  00:03:40
","
  34.13%
",,,,"
  —
",630,"3,894","6,052","1,539",506,293,793,586,237,214,120,563,732,418,39,26,36,28,57,62,"
  4.46
","
  PHP
","
  1 year
","
  —
","
    $1 ",
0,"
  00:02:36
","
  6.17%
","
  No
","
  No
","
  Starter Site
",,"10,120","4,401","17,669","18,235","22,767","27,631","9,802","7,983","6,677","6,781",896,468,"1,650","1,909","2,079","2,370","2,062","1,754","1,654","1,760","
  4.84
","
  Wordpress 4.7
","
  10 months
","
  eCommerce
","
    $5,000 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  6 years
","
  —
","
    $1,200 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  —
","
    $1 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  —
","
    $200 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 year
","
  eCommerce
","
    $500 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 year
","
  —
","
    $1,000 ",
0,"
  00:02:58
","
  66.80%
","
  Yes
","
  Yes
","
  Starter Site
","
  —
","24,358","27,129","20,297","17,293","30,748",0,0,0,0,0,"5,474","7,192","5,209","3,930","7,238",0,0,0,0,0,"
  3.08
","
  —
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  eCommerce
","
    $50 ","
  No
"
0,"
  00:00:38
","
  1.17%
","
  Yes
","
  Yes
","
  Starter Site
",,791,85,64,152,280,170,98,70,54,34,302,25,16,28,33,44,5,14,21,7,"
  2.38
","
  Wordpress 4.8
","
  10 months
","
  —
","
    $1 ","
  No
"
0,"
  00:00:27
","
  67.11%
",,,,"
  —
",147,238,267,"1,075","2,968","2,565","3,062",0,0,0,61,97,83,183,643,393,476,0,0,0,"
  2.02
","
  —
","
  1 year
","
  eCommerce
","
    $550 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  —
","
    $70 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  —
","
    $1 ",
0,"
  00:01:16
","
  61.58%
","
  Yes
","
  No
","
  Starter Site
",,614,811,837,795,941,811,921,928,794,859,314,324,356,322,384,372,424,394,331,342,"
  2.09
","
  —
","
  10 months
","
  —
","
    $1,000 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 years
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  15 years
","
  —
","
    $1 ",
0,"
  00:02:51
","
  56.98%
",,,,"
  —
","9,940","7,428","4,936","2,282","1,229",469,0,0,0,0,"1,695","1,787","1,195",149,108,62,0,0,0,0,"
  2.68
","
  —
","
  2 years
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  10 months
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  10 months
","
  —
","
    $45 ","
  No
"
0,"
  00:02:15
","
  59.25%
",,,,"
  —
",82,189,21,112,124,64,220,157,161,485,25,70,11,43,28,26,66,41,73,164,"
  2.19
","
  Wordpress 4.5
","
  2 years
","
  eCommerce
","
    $990 ",
0,"
  00:00:05
","
  76.51%
",,,,"
  —
","12,277","3,341","8,352","19,828","30,469","29,774","33,310","32,915","31,236","46,799","8,974","2,565","6,050","14,110","21,123","20,296","22,887","23,140","21,580","32,981","
  1.27
","
  —
","
  7 years
","
  Content
","
    $890 ",
0,"
  00:00:30
","
  17.43%
",,,,"
  —
","174,645","140,690","145,711","162,406","141,700","111,615","72,543","94,084","107,954","80,140","59,864","48,303","52,986","56,087","48,150","37,106","24,150","31,091","36,304","26,438","
  2.56
","
  —
","
  6 years
","
  —
","
    $375 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  7 years
","
  —
","
    $1 ",
0,"
  00:03:06
","
  64.80%
",,,,"
  —
","96,019","95,787","110,725","91,075","93,869","74,753","61,916","55,474","47,455","48,455","27,501","26,930","30,411","25,947","27,630","23,963","21,478","20,100","18,986","18,467","
  2.92
","
  Word​​Press
","
  17 years
","
  —
","
    $1 ",
0,"
  00:00:00
","
  77.78%
",,,,"
  —
",4,2,20,4,8,12,15,2,6,3,3,2,12,1,4,2,9,2,3,3,"
  1.22
","
  PHP
","
  1 year
","
  —
","
    $1 ",
0,"
  00:01:46
","
  74.32%
",,,,"
  —
","13,344","5,319","6,682","8,041","8,124","6,368","4,106","3,026","4,210","4,986","2,593","2,505","3,444","3,993","3,627","3,191","2,047","1,657","1,526","1,732","
  2.64
","
  —
","
  1 year
","
  —
","
    $5,000 ",
0,"
  00:00:39
","
  17.19%
","
  No
","
  No
","
  Starter Site
",,"1,269",0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,"
  0.83
","
  Wordpress 4.7
","
  1 year
","
  —
","
    $1 ","
  No
"
0,"
  00:01:17
","
  45.97%
",,,,"
  —
","2,684","2,534","2,816","2,446","2,650","1,435",0,0,0,0,843,773,813,672,593,160,0,0,0,0,"
  2.93
","
  —
","
  1 year
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 year
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 year
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  11 months
","
  —
","
    $50 ","
  No
"
0,"
  00:00:36
","
  6.58%
","
  No
","
  No
","
  Starter Site
",,0,"11,183","5,843","1,436",733,0,0,0,0,0,0,"4,390","1,694",78,7,0,0,0,0,0,"
  1.73
","
  —
","
  11 months
","
  eCommerce
","
    $800 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  1 year
","
  —
","
    $1,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  11 months
","
  eCommerce
","
    $100 ","
  No
"
0,"
  00:08:09
","
  7.48%
",,,,"
  —
",743,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"
  5.05
","
  —
","
  1 year
","
  —
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  11 months
","
  —
","
    $500 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Web ​​Page ​​Maker
","
  1 year
","
  —
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  11 months
","
  —
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,"
  00:00:21
","
  2.28%
",,,,"
  —
","13,509","11,271","9,330","6,401","6,084","4,764","3,741","2,624","2,708","2,851","5,184","4,210","3,388","2,243","2,081","1,567","1,082",849,806,863,"
  2.51
","
  Word​​Press
","
  3 years
","
  —
","
    $1 ",
0,"
  00:03:24
","
  75.69%
",,,,"
  —
",363,107,541,"1,295",0,0,0,0,0,0,46,39,169,275,0,0,0,0,0,0,"
  3.04
","
  PHP
","
  1 year
","
  —
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.6
","
  1 year
","
  —
","
    $80 ",
